StudentID,Name,Gender,ParentalSupport,ExtracurricularActivities
620,"Ishita Kumar",Male,Medium,Chess
621,"Puja Nath",Male,High,Art
622,"Tarun Bhat",Male,Low,Football
623,"Neeraj Rao",Female,Medium,Robotics
624,"Kishan Khan",Female,Medium,Music
625,"Omkar Mazumdar",Female,Medium,Coding
626,"Umesh Malhotra",Female,Medium,Music
627,"Gyanesh Dubey",Male,Low,Basketball
628,"Nirmala Joshi",Male,High,Football
629,"Vimal Chaudhari",Female,Low,Basketball
630,"Jayant Rao",Female,Low,Photography
631,"Satya Kumar",Male,Medium,Debate
632,"Quran Pandey",Male,High,Science Club
633,"Prakash Pillai",Female,Low,Football
634,"Nishant Nath",Male,High,Coding
635,"Yamini Iyengar",Male,Low,Photography
636,"Mithal Iyengar",Female,High,Theater
637,"Falguni Das",Male,Low,Basketball
638,"Rohan Tripathi",Male,Medium,Swimming
639,"Yogesh Malhotra",Female,Medium,Art
640,"Sundar Kapoor",Male,Medium,Badminton
641,"Tanya Dwivedi",Female,High,Debate
642,"Tarun Bhat",Male,High,Badminton
643,"Wajid Dwivedi",Male,Low,Robotics
644,"Aarav Bhattacharya",Male,Medium,Dance
645,"Yash Kumar",Male,Low,Cricket
646,"Harshal Upadhyay",Female,Medium,Yoga
647,"Tarun Nath",Male,Medium,Football
648,"Mani Biswas",Female,Low,Sports
649,"Aparna Shah",Female,Low,Debate
650,"Rohan Mishra",Female,Low,Basketball
651,"Ishan Joshi",Male,Low,Writing
652,"Devendra Chaudhari",Female,High,Music
653,"Bhavna Patel",Female,High,Robotics
654,"Hema Mukherjee",Male,Low,Writing
655,"Harshit Dixit",Female,High,Swimming
656,"Leela Kumar",Female,Low,Basketball
657,"Zain Chopra",Male,Low,Dance
658,"Tanya Bansal",Male,Medium,Basketball
659,"Arnav Dixit",Female,Medium,None
660,"Mani Singh",Female,Low,Art
661,"Amara Pandey",Female,Medium,Coding
662,"Brijesh Kulkarni",Female,Low,Music
663,"Aparna Desai",Male,Medium,Sports
664,"Hina Bhowmick",Female,Medium,Badminton
665,"Arnav Nath",Male,Medium,Theater
666,"Sangita Patel",Male,Low,Science Club
667,"Ravi Saxena",Female,Medium,Swimming
668,"Arjun Dubey",Female,Medium,Music
669,"Qadar Sinha",Female,Medium,Chess
670,"Chakri Bhowmick",Male,Low,Sports
671,"Rajesh Kapoor",Female,Low,Coding
672,"Indira Mukhopadhyay",Male,Medium,Music
673,"Gaurav Gupta",Female,Medium,Swimming
674,"Tanya Mishra",Male,Medium,Debate
675,"Mayank Chakraborty",Male,Low,Art
676,"Pallavi Gupta",Female,High,Dance
677,"Omar Dwivedi",Male,Low,Photography
678,"Ramesh Dubey",Female,Low,None
679,"Faisal Agarwal",Female,Medium,Debate
680,"Sanjay Banerjee",Male,Low,Dance
681,"Yamini Rao",Female,Medium,Basketball
682,"Thara Desai",Male,Medium,Dance
683,"Aarav Banerjee",Male,Medium,Coding
684,"Hemlata Iyengar",Male,Medium,Dance
685,"Omkar Menon",Male,High,Robotics
686,"Pradeep Tripathi",Female,High,Chess
687,"Omkar Desai",Female,Low,Basketball
688,"Neha Singh",Male,Medium,Swimming
689,"Vishal Bansal",Male,Low,Swimming
690,"Avinash Yadav",Female,Low,Photography
691,"Rajni Chaudhari",Male,Medium,Writing
692,"Lokesh Bhat",Male,High,Chess
693,"Siddharth Pandey",Male,Medium,Photography
694,"Thara Rao",Male,Medium,Sports
695,"Anushka Bhattacharya",Male,Medium,Art
696,"Eshan Mazumdar",Male,Medium,Writing
697,"Isha Sen",Female,High,Music
698,"Mukesh Chaudhari",Male,Medium,Robotics
699,"Puja Sen",Male,Medium,Photography
700,"Nirmala Banerjee",Male,Low,Coding
701,"Hema Pandey",Male,Low,Music
702,"Pallavi Bhat",Female,Low,Coding
703,"Pradeep Verma",Female,High,Photography
704,"Lata Ahmed",Male,High,Football
705,"Fiona Menon",Male,High,Dance
706,"Devendra Mukherjee",Male,High,Theater
707,"Lavanya Verma",Male,High,Art
708,"Yash Mishra",Female,Low,Cricket
709,"Mani Bhattacharya",Female,Low,Badminton
710,"Yuki Dasgupta",Female,Medium,None
711,"Xylo Saxena",Female,Low,Football
712,"Chiranjeeva Ali",Male,High,Sports
713,"Savitri Singh",Female,High,Art
714,"Tara Das",Female,High,Yoga
715,"Harshal Menon",Female,Medium,Chess
716,"Leela Trivedi",Female,High,Coding
717,"Krisha Khan",Female,Low,Yoga
718,"Lakshmi Agarwal",Male,Low,Art
719,"Anushka Nair",Male,Low,Robotics
720,"Sandeep Iyengar",Female,Low,Science Club
721,"Jaswant Ali",Male,High,None
722,"Madhuri Sinha",Female,High,Art
723,"Rakesh Trivedi",Female,High,None
724,"Gauravi Pillai",Female,Medium,Swimming
725,"Pooja Chaudhari",Female,Medium,Chess
726,"Chandan Bhattacharya",Male,High,None
727,"Mohan Kumar",Male,Low,Cricket
728,"Nirmala Banerjee",Female,Medium,None
729,"Chitra Saxena",Female,Low,Debate
730,"Gyanesh Biswas",Female,Low,Sports
731,"Vasanthi Mazumdar",Male,High,Photography
732,"Chiranjeeva Banerjee",Male,High,Art
733,"Jalaja Trivedi",Male,Low,Chess
734,"Lakshmi Chopra",Female,High,Football
735,"Zara Reddy",Female,High,Art
736,"Aparna Menon",Male,Low,Swimming
737,"Ushma Bhat",Female,High,Writing
738,"Gauravi Das",Male,Low,Badminton
739,"Zain Desai",Male,Medium,Basketball
740,"Gitika Roy",Male,High,Dance
741,"Prakash Sen",Female,Medium,Sports
742,"Tara Chaudhari",Male,High,Music
743,"Yogi Shah",Female,Medium,Sports
744,"Mithal Roy",Male,Low,Theater
745,"Yash Arora",Male,High,Theater
746,"Tanvi Pandey",Male,High,Chess
747,"Pradeep Rao",Male,Medium,Chess
748,"Vishal Dwivedi",Female,Medium,Art
749,"Walton Joshi",Female,High,Coding
750,"Qadar Bhat",Male,High,Football
751,"Mani Kapoor",Male,Medium,Art
752,"Chitra Bhat",Female,Low,Dance
753,"Jalaja Dwivedi",Male,Medium,Dance
754,"Mohan Ahmed",Male,High,Coding
755,"Tara Dubey",Male,High,Debate
756,"Gaurav Verma",Male,Low,Basketball
757,"Nikhil Srivastava",Female,Medium,None
758,"Leela Bansal",Female,Medium,Sports
759,"Tarun Ali",Male,Medium,Music
760,"Arjun Bhat",Female,Low,Sports
761,"Asha Srivastava",Female,High,Badminton
762,"Wajira Singh",Male,Medium,Badminton
763,"Malini Kulkarni",Male,High,Writing
764,"Eshan Upadhyay",Female,High,Science Club
765,"Mukesh Gupta",Male,Low,Writing
766,"Yogi Dubey",Female,Low,Photography
767,"Omkar Reddy",Female,Medium,Robotics
768,"Tushar Malhotra",Male,Medium,Sports
769,"Ojaswi Ahmed",Male,High,Music
770,"Jaswant Chopra",Male,Low,Coding
771,"Jalaja Iyer",Female,Medium,Coding
772,"Bhumika Verma",Female,High,Photography
773,"Quran Verma",Male,Low,Basketball
774,"Harsh Chatterjee",Male,Medium,Cricket
775,"Usha Agarwal",Male,Low,Sports
776,"Sangita Mukhopadhyay",Female,High,Theater
777,"Qadar Joshi",Female,High,Swimming
778,"Nipa Kumar",Male,High,Writing
779,"Ojaswi Shah",Male,Low,Sports
780,"Vidya Dixit",Female,Medium,Swimming
781,"Yasmin Gupta",Female,High,Yoga
782,"Ayush Mazumdar",Male,High,Theater
783,"Thara Dey",Female,Low,None
784,"Vikram Reddy",Female,Low,Sports
785,"Zakir Bhat",Male,Medium,Yoga
786,"Asha Ahmed",Male,Medium,Debate
787,"Harsh Verma",Male,Low,Robotics
788,"Yash Nath",Female,High,Debate
789,"Uday Gupta",Female,High,Sports
790,"Karan Dwivedi",Male,Medium,Art
791,"Karan Dey",Male,High,Basketball
792,"Sundar Arora",Male,Medium,Music
793,"Nishant Das",Female,Medium,Music
794,"Ila Reddy",Female,Low,Badminton
795,"Suman Banerjee",Female,High,Coding
796,"Avinash Iyer",Male,Low,Photography
797,"Omar Chaudhari",Male,High,Swimming
798,"Anushka Mazumdar",Female,Medium,Photography
799,"Zoya Malhotra",Female,High,Art
800,"Isha Banerjee",Female,Medium,None
801,"Falguni Joshi",Male,High,Dance
802,"Kaush Joshi",Male,Low,Theater
803,"Avinash Kulkarni",Female,Low,None
804,"Tara Dwivedi",Female,High,Art
805,"Rohan Arora",Female,High,Dance
806,"Suman Dasgupta",Male,High,Photography
807,"Gita Pandey",Female,Low,Basketball
808,"Ritu Verma",Male,Medium,Chess
809,"Aparna Pandey",Male,Low,Art
810,"Yogi Mazumdar",Female,High,Music
811,"Nikita Bhattacharya",Female,Medium,Coding
812,"Amara Iyer",Female,Low,Theater
813,"Xavier Patel",Male,High,Cricket
814,"Mohan Patel",Female,Low,Theater
815,"Ravi Malhotra",Male,Medium,Basketball
816,"Ravi Nair",Male,Medium,Photography
817,"Devendra Agarwal",Male,High,None
818,"Ananya Dubey",Male,Low,Debate
819,"Bidya Dey",Male,Medium,Football
820,"Chandni Malhotra",Male,High,Dance
821,"Aparna Agarwal",Male,Medium,Basketball
822,"Kishan Dubey",Female,Medium,Swimming
823,"Wajid Roy",Male,Medium,Science Club
824,"Jalaja Nath",Female,Low,Writing
825,"Laya Tripathi",Male,Medium,Chess
826,"Vikram Dubey",Male,Medium,Music
827,"Ila Bhowmick",Female,High,Chess
828,"Krisha Mazumdar",Female,Low,Yoga
829,"Priya Shah",Male,Low,Debate
830,"Sanjay Nair",Male,Low,Coding
831,"Anjali Iyengar",Male,Low,Football
832,"Walton Gupta",Female,Medium,Swimming
833,"Tayal Chatterjee",Male,Medium,Coding
834,"Deepak Rao",Male,Low,Music
835,"Ushma Reddy",Male,Medium,Cricket
836,"Radha Verma",Male,Medium,Chess
837,"Chakri Biswas",Female,Medium,Photography
838,"Olga Roy",Female,High,Writing
839,"Zorya Gupta",Female,High,Coding
840,"Yogi Tripathi",Male,Medium,Debate
841,"Prakash Khan",Female,High,Writing
842,"Avinash Desai",Female,High,Science Club
843,"Rakesh Chopra",Female,Low,Music
844,"Daksh Chatterjee",Male,Low,Debate
845,"Divya Pandey",Male,Medium,Cricket
846,"Prabhu Dasgupta",Male,High,Yoga
847,"Pallavi Dasgupta",Male,Medium,Art
848,"Siddharth Joshi",Male,Low,None
849,"Vishal Joshi",Female,Low,Sports
850,"Farah Patel",Male,Medium,Swimming
851,"Hemlata Srivastava",Male,Low,Basketball
852,"Zorya Chakraborty",Male,Medium,Theater
853,"Ekta Srivastava",Female,High,Robotics
854,"Mohan Sinha",Female,Low,Writing
855,"Diya Arora",Female,Low,Swimming
856,"Madhuri Nath",Male,Low,Art
857,"Tarun Rao",Female,High,Robotics
858,"Yuki Pillai",Male,High,Theater
859,"Suman Malhotra",Male,Medium,Robotics
860,"Harshal Verma",Male,Low,Debate
861,"Puja Verma",Male,High,Yoga
862,"Harsh Nath",Female,Medium,Badminton
863,"Lakshmi Rao",Female,Medium,Badminton
864,"Wajid Menon",Female,Low,Swimming
865,"Mithal Kumar",Male,Low,Sports
866,"Nikhil Arora",Female,Low,Science Club
867,"Omar Dwivedi",Male,High,Debate
868,"Xavier Sen",Female,Medium,Art
869,"Jaswant Tripathi",Female,High,None
870,"Zorya Nath",Female,Medium,Yoga
871,"Nipa Mazumdar",Female,Low,Art
872,"Farah Chakraborty",Male,Medium,Robotics
873,"Eshana Bhattacharya",Female,Medium,Swimming
874,"Mani Rao",Male,Low,Badminton
875,"Ananya Saxena",Female,Medium,Robotics
876,"Bidya Trivedi",Female,Low,None
877,"Prabhu Ali",Female,High,Coding
878,"Usha Reddy",Female,Medium,Cricket
879,"Lavanya Mukherjee",Female,High,Cricket
880,"Dhruv Sharma",Male,Low,Science Club
881,"Prem Trivedi",Male,High,Basketball
882,"Arnav Singh",Male,High,Swimming
883,"Ravi Mishra",Female,Medium,Coding
884,"Eshan Dixit",Male,High,Debate
885,"Queen Pandey",Female,High,Dance
886,"Arjun Singh",Male,Medium,Football
887,"Avinash Mazumdar",Female,High,Yoga
888,"Lokesh Dixit",Female,Medium,Art
889,"Ishita Malhotra",Female,High,Badminton
890,"Bhumika Kapoor",Male,Medium,Dance
891,"Sandeep Chaudhari",Male,High,Dance
892,"Farah Nair",Female,Medium,Photography
893,"Vimal Kapoor",Male,Medium,Photography
894,"Usha Mukherjee",Female,High,Photography
895,"Chakri Chakraborty",Male,Low,Cricket
896,"Neeraj Mukherjee",Male,High,Yoga
897,"Thara Ahmed",Male,High,Dance
898,"Bhumika Dasgupta",Male,Medium,Coding
899,"Asha Mishra",Female,Low,Dance
900,"Zoya Dixit",Female,High,Writing
901,"Mukesh Dubey",Female,Medium,Dance
902,"Yuki Agarwal",Female,Low,Science Club
903,"Kapil Verma",Female,High,Art
904,"Aarav Nath",Female,Medium,Badminton
905,"Tanvi Sen",Male,Low,Cricket
906,"Divya Chopra",Female,High,Theater
907,"Sandeep Bhattacharya",Male,Low,Dance
908,"Uma Sinha",Female,Medium,Debate
909,"Leela Dixit",Male,High,Robotics
910,"Ishan Kulkarni",Female,Low,Coding
911,"Sanjay Dwivedi",Male,Low,Swimming
912,"Veda Dixit",Male,High,Theater
913,"Ramesh Chopra",Female,Low,Badminton
914,"Bidya Bhat",Male,Low,Debate
915,"Lokesh Rao",Female,Medium,Photography
916,"Eshan Verma",Male,Low,Swimming
917,"Asha Verma",Female,High,Art
918,"Lakshmi Ali",Male,High,Swimming
919,"Rohan Dwivedi",Female,High,Music
920,"Puja Patel",Female,Low,Debate
921,"Tayal Chaudhari",Female,Medium,Swimming
922,"Radha Patel",Female,Medium,Theater
923,"Vasanthi Banerjee",Female,High,Robotics
924,"Mukesh Ali",Male,Medium,Debate
925,"Lata Upadhyay",Male,Low,None
926,"Xavier Chopra",Male,Low,Yoga
927,"Priya Roy",Female,High,Robotics
928,"Avni Bhat",Male,High,Chess
929,"Yasmin Sen",Male,Medium,Cricket
930,"Harsh Tripathi",Female,High,Theater
931,"Nikhil Chakraborty",Male,High,Dance
932,"Ushma Kumar",Female,Low,Cricket
933,"Gita Kulkarni",Female,Low,Robotics
934,"Chandni Dasgupta",Male,Low,Art
935,"Farah Ali",Female,Low,Art
936,"Sangita Mazumdar",Female,Low,None
937,"Indira Nath",Male,High,Sports
938,"Gitika Dubey",Female,Medium,Cricket
939,"Ila Shah",Male,Medium,Theater
940,"Janvi Patel",Male,Low,Yoga
941,"Isha Ali",Female,High,Yoga
942,"Ramesh Reddy",Female,Low,Debate
943,"Priya Mukhopadhyay",Female,Low,Robotics
944,"Ila Rao",Male,Medium,Sports
945,"Meera Chatterjee",Male,Medium,Cricket
946,"Savitri Ali",Female,Low,Basketball
947,"Daksh Nath",Male,Low,Coding
948,"Janvi Chakraborty",Female,High,Robotics
949,"Harshit Sharma",Female,Low,Theater
950,"Malini Ahmed",Male,High,Badminton
951,"Lokesh Tripathi",Male,Medium,Dance
952,"Ishan Iyengar",Male,Low,Dance
953,"Indira Dey",Male,High,Sports
954,"Vasanthi Biswas",Male,Medium,Chess
955,"Mani Verma",Male,Low,Art
956,"Usha Bansal",Male,High,Art
957,"Harshal Bhowmick",Male,Low,Science Club
958,"Qadar Banerjee",Female,Medium,Sports
959,"Ananya Kumar",Male,High,None
960,"Ishaan Verma",Male,Low,Badminton
961,"Gitika Patel",Male,High,Theater
962,"Hema Patel",Female,Medium,Swimming
963,"Quincy Nath",Male,High,Sports
964,"Akshay Dasgupta",Male,Medium,Art
965,"Laya Banerjee",Female,High,Dance
966,"Fiona Mukhopadhyay",Male,Low,Writing
967,"Hina Nath",Male,Low,Swimming
968,"Tayal Das",Male,High,Yoga
969,"Tushar Menon",Male,High,Swimming
970,"Jeewan Iyengar",Male,Medium,Robotics
971,"Zorya Das",Female,High,Chess
972,"Ritu Singh",Male,Medium,Cricket
973,"Vishal Verma",Male,Medium,None
974,"Sangita Mishra",Female,Medium,Swimming
975,"Hema Kapoor",Male,High,Debate
976,"Anjali Pandey",Female,Medium,Music
977,"Mithal Trivedi",Female,High,Coding
978,"Avinash Ali",Male,Medium,Theater
979,"Lavanya Chaudhari",Male,Low,Debate
980,"Gyanesh Menon",Male,High,Yoga
981,"Madhuri Biswas",Male,Low,Football
982,"Faisal Dasgupta",Male,Medium,Writing
983,"Ramesh Chatterjee",Male,Medium,Art
984,"Chirag Nair",Female,Low,Science Club
985,"Tara Kulkarni",Male,Low,Yoga
986,"Avni Bhowmick",Male,Medium,Music
987,"Tanya Bhattacharya",Male,High,Chess
988,"Girish Chakraborty",Female,Low,Art
989,"Nishant Desai",Male,Medium,Debate
990,"Chakri Reddy",Female,High,Dance
991,"Ila Kulkarni",Male,Medium,Badminton
992,"Dhruv Ali",Male,Low,Cricket
993,"Uma Ahmed",Female,Low,Debate
994,"Chakri Saxena",Female,High,Writing
995,"Ojaswi Sinha",Female,Low,Basketball
996,"Laya Bhowmick",Female,Low,Badminton
997,"Rakesh Dwivedi",Male,Low,Photography
998,"Mayank Kumar",Female,Low,Art
999,"Sangita Dasgupta",Male,High,Yoga
1000,"Girish Iyengar",Male,High,Sports
